Player,Season,PP_TOI,PP_G,PP_A1,PP_A2,PP_A,PP_P,PP_P1,PP_G60,PP_A160,PP_A260,PP_A60,PP_P60,PP_P160,PP_iCF,PP_iCF60,PP_iCSh%,PP_iFF,PP_iFF60,PP_iFSh%,PP_iSF,PP_iSF60,PP_iSh%,PP_ixG,PP_ixG60,PP_ixFSh%,PP_iSCF,PP_iSCF60,PP_iHF,PP_iHA,PP_iGVA,PP_iTKA,PP_iBLK,PP_iFOW,PP_iFOL,PP_iFO%,PP_iPENT,PP_iPEND,PP_iPENDIFF,PP_iRB,PP_iRS,PP_Avg.DIST
LOUI.ERIKSSON,20122013,251.8766667,1.708333333,3.416666667,8.541666667,11.95833333,13.66666667,5.125,0.41,0.81,2.03,2.85,3.26,1.22,63.20833333,15.06,2.7,56.375,13.43,3.03,37.58333333,8.95,4.55,8.285416667,1.97,14.69,37.58333333,8.95,0,13.66666667,1.708333333,1.708333333,0,3.416666667,5.125,40,0,0,0,5.125,1.708333333,17.02
LOUI.ERIKSSON,20132014,117.83,2,2,7,9,11,4,1.02,1.02,3.56,4.58,5.6,2.04,23,11.71,8.7,19,9.67,10.53,18,9.17,11.11,2.37,1.2,12.45,11,5.6,0,4,3,0,0,0,0,0,2,0,-2,0,1,23.26
LOUI.ERIKSSON,20142015,187.18,6,3,1,4,10,9,1.92,0.96,0.32,1.28,3.21,2.88,48,15.39,12.5,43,13.78,13.95,31,9.94,19.35,6.47,2.07,15.05,28,8.98,0,7,3,1,0,0,0,0,0,2,2,7,0,17.85
LOUI.ERIKSSON,20152016,228.98,10,3,2,5,15,13,2.62,0.79,0.52,1.31,3.93,3.41,55,14.41,18.18,51,13.36,19.61,36,9.43,27.78,8.05,2.11,15.78,39,10.22,0,10,3,0,0,0,0,0,1,0,-1,5,0,18.12
LUBOMIR.VISNOVSKY,20112012,230.8,1,1,7,8,9,2,0.26,0.26,1.82,2.08,2.34,0.52,78,20.28,1.28,59,15.34,1.69,44,11.44,2.27,3.85,1,6.52,9,2.34,4,2,9,2,1,1,0,100,2,0,-2,1,1,42.1
LUBOMIR.VISNOVSKY,20122013,174.9845833,1.708333333,3.416666667,8.541666667,11.95833333,13.66666667,5.125,0.59,1.17,2.93,4.1,4.69,1.76,46.125,15.82,3.7,29.04166667,9.96,5.88,23.91666667,8.2,7.14,2.61375,0.9,9.02,11.95833333,4.1,0,5.125,15.375,0,3.416666667,0,0,0,1.708333333,0,-1.708333333,3.416666667,0,35.8
LUBOMIR.VISNOVSKY,20132014,87.37,1,1,2,3,4,2,0.69,0.69,1.37,2.06,2.75,1.37,34,23.35,2.94,18,12.36,5.56,14,9.61,7.14,1.07,0.74,5.96,1,0.69,1,1,4,4,0,0,0,0,1,0,-1,0,0,43.67
LUBOMIR.VISNOVSKY,20142015,138.48,2,2,0,2,4,4,0.87,0.87,0,0.87,1.73,1.73,35,15.16,5.71,23,9.97,8.7,15,6.5,13.33,1.72,0.75,7.48,6,2.6,2,1,6,6,1,0,1,0,0,0,0,2,0,43.83
LUCA.SBISA,20112012,69.23,0,1,1,2,2,1,0,0.87,0.87,1.73,1.73,0.87,21,18.2,0,13,11.27,0,8,6.93,0,0.58,0.5,4.44,1,0.87,3,1,4,0,2,0,0,0,4,0,-4,0,0,40.4
LUCA.SBISA,20122013,60.81666667,0,0,5.125,5.125,5.125,0,0,0,5.06,5.06,5.06,0,10.25,10.11,0,5.125,5.06,0,3.416666667,3.37,0,0.41,0.41,8.06,1.708333333,1.69,1.708333333,1.708333333,0,0,0,0,0,0,1.708333333,0,-1.708333333,0,0,21.74
LUKE.ADAM,20112012,94.62,0,1,2,3,3,1,0,0.63,1.27,1.9,1.9,0.63,28,17.76,0,24,15.22,0,18,11.41,0,3.86,2.45,16.09,13,8.24,0,3,3,2,0,12,13,48,1,1,0,5,0,20.47
LUKE.GLENDENING,20142015,38.9,0,0,0,0,0,0,0,0,0,0,0,0,4,6.17,0,4,6.17,0,3,4.63,0,0.61,0.95,15.36,3,4.63,0,1,1,0,1,10,6,62.5,0,0,0,0,0,15.14
LUKE.SCHENN,20152016,30.7,1,0,0,0,1,1,1.95,0,0,0,1.95,1.95,6,11.73,16.67,4,7.82,25,2,3.91,50,0.13,0.25,3.23,0,0,1,0,0,0,0,0,0,0,4,0,-4,0,0,41.09
MAGNUS.PAAJARVI,20112012,48.51,0,1,1,2,2,1,0,1.24,1.24,2.47,2.47,1.24,13,16.08,0,12,14.84,0,10,12.37,0,1.52,1.88,12.67,8,9.89,0,2,3,1,0,0,0,0,0,0,0,0,0,18.73
MAGNUS.PAAJARVI,20122013,106.9929167,3.416666667,0,0,0,3.416666667,3.416666667,1.92,0,0,0,1.92,1.92,15.375,8.62,22.22,13.66666667,7.66,25,8.541666667,4.79,40,2.596666667,1.45,18.94,11.95833333,6.71,1.708333333,5.125,0,1.708333333,0,1.708333333,0,100,0,0,0,3.416666667,0,20.72
MARC-ANDRE.BERGERON,20112012,116.57,1,2,5,7,8,3,0.51,1.03,2.57,3.6,4.12,1.54,44,22.65,2.27,28,14.41,3.57,19,9.78,5.26,1.24,0.64,4.44,0,0,1,1,3,2,4,0,0,0,3,0,-3,0,0,45.12
MARC-ANDRE.BERGERON,20122013,121.77,0,3.416666667,5.125,8.541666667,8.541666667,3.416666667,0,1.68,2.53,4.21,4.21,1.68,39.29166667,19.36,0,22.20833333,10.94,0,18.79166667,9.26,0,1.17875,0.58,5.3,0,0,1.708333333,3.416666667,10.25,1.708333333,0,0,0,0,0,3.416666667,3.416666667,0,0,38.14
MARC-ANDRE.GRAGNANI,20112012,134.65,1,0,4,4,5,1,0.45,0,1.78,1.78,2.23,0.45,18,8.02,5.56,14,6.24,7.14,9,4.01,11.11,0.56,0.25,4.02,1,0.45,1,0,1,1,0,0,0,0,2,0,-2,0,2,51.58
MARC-EDOUARD.VLASIC,20112012,67.24,0,0,0,0,0,0,0,0,0,0,0,0,14,12.49,0,10,8.92,0,7,6.25,0,0.45,0.41,4.55,1,0.89,0,0,1,0,0,0,0,0,0,0,0,0,0,52.57
MARC-EDOUARD.VLASIC,20122013,60.03083333,0,0,0,0,0,0,0,0,0,0,0,0,10.25,10.24,0,5.125,5.12,0,5.125,5.12,0,0.222083333,0.23,4.4,0,0,1.708333333,3.416666667,0,0,3.416666667,0,0,0,3.416666667,0,-3.416666667,0,0,50.89
MARC-EDOUARD.VLASIC,20132014,70.57,0,1,0,1,1,1,0,0.85,0,0.85,0.85,0.85,18,15.3,0,12,10.2,0,8,6.8,0,0.48,0.41,3.98,1,0.85,1,2,0,1,0,0,0,0,1,0,-1,0,0,50.93
MARC-EDOUARD.VLASIC,20142015,112.86,0,0,3,3,3,0,0,0,1.59,1.59,1.59,0,32,17.01,0,21,11.16,0,14,7.44,0,1.04,0.55,4.95,2,1.06,3,2,2,2,0,0,0,0,3,0,-3,2,1,44
MARC-EDOUARD.VLASIC,20152016,149.67,2,4,3,7,9,6,0.8,1.6,1.2,2.81,3.61,2.41,49,19.64,4.08,32,12.83,6.25,21,8.42,9.52,1.35,0.54,4.2,2,0.8,0,1,0,3,1,0,0,0,1,1,0,1,0,48.81
MARCEL.GOC,20112012,81.99,3,0,1,1,4,3,2.2,0,0.73,0.73,2.93,2.2,16,11.71,18.75,15,10.98,20,14,10.25,21.43,1.71,1.25,11.42,6,4.39,1,4,0,0,0,39,20,66.1,0,0,0,1,0,22.1
MARCEL.GOC,20122013,125.8016667,5.125,1.708333333,1.708333333,3.416666667,8.541666667,6.833333333,2.44,0.81,0.81,1.63,4.07,3.26,23.91666667,11.41,21.43,17.08333333,8.15,30,13.66666667,6.52,37.5,1.452083333,0.69,8.52,5.125,2.44,1.708333333,6.833333333,5.125,1.708333333,0,66.625,42.70833333,60.94,1.708333333,0,-1.708333333,0,0,20.56
MARCEL.GOC,20132014,73.61,0,1,1,2,2,1,0,0.82,0.82,1.63,1.63,0.82,11,8.97,0,9,7.34,0,9,7.34,0,1.01,0.82,11.22,4,3.26,2,4,1,0,0,42,38,52.5,3,1,-2,1,0,19.79
MARCEL.GOC,20142015,30.35,0,0,0,0,0,0,0,0,0,0,0,0,4,7.91,0,4,7.91,0,2,3.95,0,0.22,0.43,5.38,0,0,2,2,1,1,0,13,6,68.42,0,0,0,0,0,26.69
MARC.METHOT,20132014,47.71,0,2,1,3,3,2,0,2.52,1.26,3.77,3.77,2.52,15,18.86,0,8,10.06,0,7,8.8,0,0.21,0.26,2.59,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,48.42
MARCO.SCANDELLA,20112012,119.09,1,1,4,5,6,2,0.5,0.5,2.02,2.52,3.02,1.01,34,17.13,2.94,20,10.08,5,14,7.05,7.14,1.34,0.68,6.7,3,1.51,0,2,3,2,1,0,0,0,1,1,0,1,3,42.24
MARCO.SCANDELLA,20132014,33.43,0,0,0,0,0,0,0,0,0,0,0,0,6,10.77,0,2,3.59,0,0,0,0,0.18,0.32,8.88,1,1.79,0,0,1,0,1,0,0,0,1,0,-1,0,0,34.92
MARCO.SCANDELLA,20142015,48.44,1,0,3,3,4,1,1.24,0,3.72,3.72,4.95,1.24,14,17.34,7.14,8,9.91,12.5,4,4.95,25,0.74,0.92,9.27,2,2.48,0,0,1,0,0,0,0,0,3,0,-3,1,0,43.04
MARCO.SCANDELLA,20152016,60.22,2,0,1,1,3,2,1.99,0,1,1,2.99,1.99,19,18.93,10.53,14,13.95,14.29,10,9.96,20,0.65,0.65,4.65,1,1,0,4,1,1,1,0,0,0,1,1,0,0,0,42.12
MARCO.STURM,20112012,48.84,0,0,0,0,0,0,0,0,0,0,0,0,4,4.91,0,4,4.91,0,4,4.91,0,0.25,0.31,6.34,0,0,2,2,3,1,0,0,0,0,0,1,1,0,0,18.91
MARC.STAAL,20112012,30.39,1,0,1,1,2,1,1.97,0,1.97,1.97,3.95,1.97,5,9.87,20,5,9.87,20,4,7.9,25,0.6,1.18,12,2,3.95,0,0,0,1,0,0,0,0,1,1,0,0,1,21.32
MARC.STAAL,20132014,44.53,1,0,0,0,1,1,1.35,0,0,0,1.35,1.35,9,12.13,11.11,3,4.04,33.33,3,4.04,33.33,0.12,0.17,4.1,0,0,1,0,1,0,0,0,0,0,3,0,-3,0,0,49.44
MARC.STAAL,20142015,31.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,-4,0,0,0
MARCUS.FOLIGNO,20122013,131.2170833,1.708333333,3.416666667,1.708333333,5.125,6.833333333,5.125,0.78,1.56,0.78,2.34,3.12,2.34,17.08333333,7.81,10,15.375,7.03,11.11,11.95833333,5.47,14.29,2.032916667,0.93,13.19,10.25,4.69,6.833333333,8.541666667,3.416666667,1.708333333,0,8.541666667,6.833333333,55.56,3.416666667,1.708333333,-1.708333333,0,1.708333333,25.2
MARCUS.FOLIGNO,20132014,91.97,0,0,1,1,1,0,0,0,0.65,0.65,0.65,0,10,6.52,0,8,5.22,0,2,1.3,0,0.95,0.62,11.86,5,3.26,5,6,0,1,0,17,13,56.67,4,0,-4,0,0,18.7
MARCUS.FOLIGNO,20142015,59.97,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,8,8,0,4,4,0,1.05,1.05,13.13,5,5,2,4,1,0,0,5,2,71.43,3,0,-3,2,0,13.19
MARCUS.JOHANSSON,20112012,188.66,1,4,3,7,8,5,0.32,1.27,0.95,2.23,2.54,1.59,29,9.22,3.45,20,6.36,5,12,3.82,8.33,2.53,0.8,12.64,12,3.82,2,12,4,4,0,48,59,44.86,0,0,0,3,2,23.37
MARCUS.JOHANSSON,20122013,97.08458333,5.125,1.708333333,0,1.708333333,6.833333333,6.833333333,3.17,1.06,0,1.06,4.22,4.22,15.375,9.5,33.33,15.375,9.5,33.33,11.95833333,7.39,42.86,2.835833333,1.75,18.47,10.25,6.33,1.708333333,5.125,3.416666667,1.708333333,0,11.95833333,5.125,70,0,0,0,3.416666667,1.708333333,9.4
MARCUS.JOHANSSON,20132014,238.1,6,10,5,15,21,16,1.51,2.52,1.26,3.78,5.29,4.03,35,8.82,17.14,32,8.06,18.75,26,6.55,23.08,4.41,1.11,13.79,21,5.29,3,18,11,1,1,6,11,35.29,0,1,1,4,0,18.77
MARCUS.JOHANSSON,20142015,232.67,3,1,11,12,15,4,0.77,0.26,2.84,3.09,3.87,1.03,37,9.54,8.11,30,7.74,10,22,5.67,13.64,4.69,1.21,15.63,19,4.9,3,14,11,2,0,1,1,50,1,3,2,2,0,16.12
MARCUS.JOHANSSON,20152016,204.22,6,7,0,7,13,13,1.76,2.06,0,2.06,3.82,3.82,36,10.58,16.67,35,10.28,17.14,29,8.52,20.69,6.17,1.81,17.64,27,7.93,3,14,5,4,0,2,0,100,1,2,1,6,1,16.37
MARCUS.KRUGER,20112012,115.17,0,2,1,3,3,2,0,1.04,0.52,1.56,1.56,1.04,13,6.77,0,10,5.21,0,9,4.69,0,0.86,0.45,8.58,2,1.04,1,5,4,1,1,27,32,45.76,1,0,-1,0,0,23.95
MAREK.ZIDLICKY,20112012,209.42,2,3,3,6,8,5,0.57,0.86,0.86,1.72,2.29,1.43,49,14.04,4.08,33,9.45,6.06,24,6.88,8.33,1.69,0.48,5.13,3,0.86,3,2,6,2,3,0,0,0,2,0,-2,0,3,49.3
MAREK.ZIDLICKY,20122013,273.5554167,1.708333333,5.125,8.541666667,13.66666667,15.375,6.833333333,0.37,1.12,1.87,3,3.37,1.5,102.5,22.48,1.67,61.5,13.49,2.78,49.54166667,10.87,3.45,3.672916667,0.8,5.96,6.833333333,1.5,1.708333333,0,6.833333333,1.708333333,5.125,0,0,0,3.416666667,0,-3.416666667,1.708333333,1.708333333,43.27
MAREK.ZIDLICKY,20132014,226.54,7,2,5,7,14,9,1.85,0.53,1.32,1.85,3.71,2.38,77,20.39,9.09,52,13.77,13.46,36,9.53,19.44,3.37,0.89,6.49,7,1.85,3,6,11,2,4,0,0,0,2,2,0,1,1,44.01
MAREK.ZIDLICKY,20142015,217.09,4,5,7,12,16,9,1.11,1.38,1.93,3.32,4.42,2.49,76,21.01,5.26,51,14.1,7.84,31,8.57,12.9,2.52,0.7,4.95,3,0.83,2,4,5,1,1,0,0,0,3,0,-3,2,1,48.82
MAREK.ZIDLICKY,20152016,94.95,0,2,0,2,2,2,0,1.26,0,1.26,1.26,1.26,24,15.17,0,21,13.27,0,14,8.85,0,1.78,1.12,8.47,6,3.79,0,3,2,0,2,0,0,0,0,0,0,1,0,44.31
MARIAN.GABORIK,20112012,267.44,6,8,2,10,16,14,1.35,1.79,0.45,2.24,3.59,3.14,103,23.11,5.83,82,18.4,7.32,58,13.01,10.34,9.86,2.21,12.03,47,10.54,3,7,4,2,0,0,0,0,3,3,0,5,3,23.63
MARIAN.GABORIK,20122013,195.6725,0,6.833333333,1.708333333,8.541666667,8.541666667,6.833333333,0,2.1,0.52,2.62,2.62,2.1,51.25,15.72,0,27.33333333,8.38,0,20.5,6.29,0,3.519166667,1.08,12.9,18.79166667,5.76,1.708333333,5.125,6.833333333,1.708333333,0,0,0,0,0,1.708333333,1.708333333,1.708333333,0,22.36
MARIAN.GABORIK,20132014,112.52,1,3,3,6,7,4,0.53,1.6,1.6,3.2,3.73,2.13,34,18.13,2.94,27,14.4,3.7,17,9.07,5.88,2.87,1.53,10.62,15,8,0,4,3,1,0,0,1,0,0,0,0,0,0,24.77
MARIAN.GABORIK,20142015,177.13,10,5,0,5,15,15,3.39,1.69,0,1.69,5.08,5.08,55,18.63,18.18,48,16.26,20.83,37,12.53,27.03,5.98,2.02,12.45,28,9.48,1,2,6,0,0,0,0,0,1,0,-1,5,1,20.14
MARIAN.GABORIK,20152016,99.21,1,0,2,2,3,1,0.6,0,1.21,1.21,1.81,0.6,26,15.72,3.85,20,12.1,5,18,10.89,5.56,2.29,1.39,11.45,10,6.05,0,4,5,1,0,1,1,50,2,0,-2,1,0,22.45
MARIAN.HOSSA,20112012,248.69,5,10,1,11,16,15,1.21,2.41,0.24,2.65,3.86,3.62,84,20.27,5.95,60,14.48,8.33,49,11.82,10.2,5.8,1.4,9.67,28,6.76,4,7,5,6,1,0,0,0,3,1,-2,0,0,28.63
MARIAN.HOSSA,20122013,169.6204167,1.708333333,0,1.708333333,1.708333333,3.416666667,1.708333333,0.6,0,0.6,0.6,1.21,0.6,47.83333333,16.92,3.57,30.75,10.88,5.56,23.91666667,8.46,7.14,2.374583333,0.84,7.75,8.541666667,3.02,0,3.416666667,0,1.708333333,0,0,0,0,0,0,0,0,0,32.74
MARIAN.HOSSA,20132014,155.93,3,3,2,5,8,6,1.15,1.15,0.77,1.92,3.08,2.31,49,18.85,6.12,39,15.01,7.69,33,12.7,9.09,3.49,1.34,8.96,13,5,2,8,3,4,1,0,0,0,2,1,-1,0,1,24.56
MARIAN.HOSSA,20142015,198.42,5,4,5,9,14,9,1.51,1.21,1.51,2.72,4.23,2.72,68,20.56,7.35,47,14.21,10.64,38,11.49,13.16,4.52,1.37,9.62,20,6.05,3,7,6,3,0,0,0,0,1,0,-1,2,1,30.93
MARIAN.HOSSA,20152016,127.04,0,4,2,6,6,4,0,1.89,0.94,2.83,2.83,1.89,29,13.7,0,23,10.86,0,16,7.56,0,2.28,1.08,9.92,10,4.72,4,4,6,1,1,0,0,0,0,0,0,1,0,30.28
MARK.ARCOBELLO,20132014,51.57,0,0,2,2,2,0,0,0,2.33,2.33,2.33,0,7,8.14,0,6,6.98,0,5,5.82,0,0.41,0.48,6.84,1,1.16,0,0,1,0,0,14,17,45.16,0,0,0,0,0,26.88
MARK.ARCOBELLO,20142015,69.54,1,2,1,3,4,3,0.86,1.73,0.86,2.59,3.45,2.59,25,21.57,4,19,16.39,5.26,13,11.22,7.69,1.68,1.45,8.85,6,5.18,1,4,5,0,0,35,19,64.81,3,0,-3,2,0,26.42
MARK.ARCOBELLO,20152016,41.2,0,0,0,0,0,0,0,0,0,0,0,0,22,32.04,0,15,21.84,0,11,16.02,0,0.94,1.37,6.29,1,1.46,0,1,0,0,0,22,11,66.67,0,0,0,1,1,36.6
MARK.FAYNE,20112012,139.87,0,0,2,2,2,0,0,0,0.86,0.86,0.86,0,33,14.16,0,17,7.29,0,11,4.72,0,0.66,0.28,3.87,0,0,2,3,5,3,3,0,0,0,0,0,0,1,0,54.65
MARK.FLOOD,20112012,37.86,1,1,0,1,2,2,1.58,1.58,0,1.58,3.17,3.17,16,25.36,6.25,9,14.26,11.11,8,12.68,12.5,0.6,0.95,6.63,2,3.17,0,1,0,0,1,0,0,0,0,0,0,0,1,42.5
MARK.GIORDANO,20112012,198.51,5,1,3,4,9,6,1.51,0.3,0.91,1.21,2.72,1.81,65,19.65,7.69,40,12.09,12.5,33,9.97,15.15,2.27,0.69,5.67,5,1.51,3,3,5,1,5,0,0,0,6,0,-6,1,3,46.69
MARK.GIORDANO,20122013,184.7391667,1.708333333,0,1.708333333,1.708333333,3.416666667,1.708333333,0.55,0,0.55,0.55,1.11,0.55,56.375,18.31,3.03,39.29166667,12.76,4.35,23.91666667,7.77,7.14,1.776666667,0.58,4.53,3.416666667,1.11,5.125,5.125,5.125,5.125,0,0,0,0,1.708333333,0,-1.708333333,0,3.416666667,46.5
MARK.GIORDANO,20132014,201.74,6,5,8,13,19,11,1.78,1.49,2.38,3.87,5.65,3.27,92,27.36,6.52,63,18.74,9.52,47,13.98,12.77,3.63,1.08,5.77,10,2.97,3,10,7,4,1,0,0,0,4,0,-4,1,2,40.27
MARK.GIORDANO,20142015,197.59,1,6,6,12,13,7,0.3,1.82,1.82,3.64,3.95,2.13,97,29.45,1.03,63,19.13,1.59,45,13.66,2.22,3.01,0.91,4.78,6,1.82,1,5,4,2,6,0,0,0,2,0,-2,2,5,46.97
MARK.GIORDANO,20152016,251.69,9,2,6,8,17,11,2.15,0.48,1.43,1.91,4.05,2.62,118,28.13,7.63,77,18.36,11.69,55,13.11,16.36,3.97,0.95,5.16,11,2.62,2,4,5,5,2,0,0,0,4,1,-3,3,1,41.75
MARK.LETESTU,20112012,164.19,3,2,2,4,7,5,1.1,0.73,0.73,1.46,2.56,1.83,45,16.44,6.67,38,13.89,7.89,29,10.6,10.34,3.31,1.21,8.71,14,5.12,1,2,3,0,0,55,46,54.46,0,1,1,1,1,29.35
MARK.LETESTU,20122013,102.0045833,5.125,0,1.708333333,1.708333333,6.833333333,5.125,3.01,0,1,1,4.02,3.01,30.75,18.09,16.67,23.91666667,14.07,21.43,17.08333333,10.05,30,0.956666667,0.56,4.01,0,0,0,1.708333333,1.708333333,0,3.416666667,25.625,13.66666667,65.22,0,0,0,0,0,46.67
MARK.LETESTU,20132014,107.25,5,5,1,6,11,10,2.8,2.8,0.56,3.36,6.15,5.59,33,18.46,15.15,25,13.99,20,22,12.31,22.73,2.23,1.25,8.92,7,3.92,2,4,1,1,0,26,18,59.09,1,1,0,1,1,38.17
MARK.LETESTU,20142015,32.15,0,1,0,1,1,1,0,1.87,0,1.87,1.87,1.87,5,9.33,0,2,3.73,0,1,1.87,0,0.08,0.16,4.2,0,0,2,0,0,0,0,6,8,42.86,0,0,0,0,0,45.27
MARK.LETESTU,20152016,167.34,3,2,6,8,11,5,1.08,0.72,2.15,2.87,3.94,1.79,55,19.72,5.45,46,16.49,6.52,29,10.4,10.34,4.4,1.58,9.57,17,6.1,3,5,6,1,0,75,69,52.08,0,0,0,2,1,29.11
MARKO.DANO,20152016,32.37,0,0,1,1,1,0,0,0,1.85,1.85,1.85,0,6,11.12,0,5,9.27,0,2,3.71,0,0.51,0.94,10.18,1,1.85,1,1,2,0,0,0,0,0,1,0,-1,0,1,27.12
MARK.PYSYK,20132014,57.23,0,0,2,2,2,0,0,0,2.1,2.1,2.1,0,18,18.87,0,11,11.53,0,9,9.44,0,0.54,0.57,4.92,1,1.05,2,1,1,3,1,0,0,0,1,1,0,0,0,47.94
MARK.PYSYK,20152016,42.68,0,1,0,1,1,1,0,1.41,0,1.41,1.41,1.41,10,14.06,0,6,8.43,0,3,4.22,0,0.31,0.44,5.17,1,1.41,0,1,1,1,0,0,0,0,0,0,0,0,0,44.3
MARK.SCHEIFELE,20132014,137.1,1,1,1,2,3,2,0.44,0.44,0.44,0.88,1.31,0.88,30,13.13,3.33,23,10.07,4.35,14,6.13,7.14,2.41,1.06,10.49,10,4.38,2,7,5,1,0,56,64,46.67,0,1,1,2,0,26.75
MARK.SCHEIFELE,20142015,203.56,3,4,6,10,13,7,0.88,1.18,1.77,2.95,3.83,2.06,54,15.92,5.56,38,11.2,7.89,31,9.14,9.68,4.17,1.23,10.96,19,5.6,3,11,5,3,1,81,76,51.59,1,0,-1,5,1,25.52
MARK.SCHEIFELE,20152016,193.06,7,0,4,4,11,7,2.18,0,1.24,1.24,3.42,2.18,58,18.03,12.07,48,14.92,14.58,39,12.12,17.95,5.93,1.84,12.35,26,8.08,2,7,2,1,0,70,91,43.48,5,0,-5,4,1,23.89
MARK.STONE,20142015,194.52,5,2,6,8,13,7,1.54,0.62,1.85,2.47,4.01,2.16,47,14.5,10.64,41,12.65,12.2,31,9.56,16.13,5.59,1.72,13.64,20,6.17,1,7,7,6,1,2,1,66.67,3,2,-1,10,3,17.17
MARK.STONE,20152016,216.1,5,4,6,10,15,9,1.39,1.11,1.67,2.78,4.16,2.5,35,9.72,14.29,31,8.61,16.13,21,5.83,23.81,4.42,1.23,14.27,22,6.11,2,10,10,0,0,1,6,14.29,2,0,-2,3,2,17.91
MARK.STREIT,20112012,279.65,2,13,7,20,22,15,0.43,2.79,1.5,4.29,4.72,3.22,95,20.38,2.11,50,10.73,4,38,8.15,5.26,3.18,0.68,6.36,9,1.93,5,3,14,3,6,0,0,0,1,1,0,1,1,48.92
MARK.STREIT,20122013,269.6433333,3.416666667,5.125,6.833333333,11.95833333,15.375,8.541666667,0.76,1.14,1.52,2.66,3.42,1.9,129.8333333,28.89,2.63,76.875,17.11,4.44,51.25,11.4,6.67,4.25375,0.95,5.54,6.833333333,1.52,1.708333333,8.541666667,3.416666667,3.416666667,10.25,0,0,0,0,0,0,0,5.125,42.81
MARK.STREIT,20132014,216.95,4,5,6,11,15,9,1.11,1.38,1.66,3.04,4.15,2.49,86,23.78,4.65,56,15.49,7.14,37,10.23,10.81,2.83,0.78,5.06,3,0.83,3,6,4,2,2,0,0,0,2,0,-2,0,0,47.5
MARK.STREIT,20142015,269.4,3,14,8,22,25,17,0.67,3.12,1.78,4.9,5.57,3.79,107,23.83,2.8,59,13.14,5.08,41,9.13,7.32,2.89,0.64,4.9,3,0.67,5,2,5,2,6,0,0,0,0,0,0,1,5,50.2
MARK.STREIT,20152016,185.39,2,2,3,5,7,4,0.65,0.65,0.97,1.62,2.27,1.29,62,20.07,3.23,42,13.59,4.76,28,9.06,7.14,2.06,0.67,4.91,1,0.32,1,3,3,1,2,0,0,0,1,0,-1,0,0,51.53
MARKUS.GRANLUND,20142015,33.08,1,0,1,1,2,1,1.81,0,1.81,1.81,3.63,1.81,5,9.07,20,3,5.44,33.33,2,3.63,50,0.27,0.5,9.15,1,1.81,0,4,0,0,0,10,10,50,2,0,-2,0,0,25.01
MARKUS.GRANLUND,20152016,40.93,0,0,0,0,0,0,0,0,0,0,0,0,9,13.19,0,6,8.8,0,3,4.4,0,0.5,0.74,8.38,2,2.93,0,5,1,0,0,3,8,27.27,0,0,0,0,0,27.68
MARTIN.ERAT,20112012,164.54,4,4,7,11,15,8,1.46,1.46,2.55,4.01,5.47,2.92,32,11.67,12.5,22,8.02,18.18,14,5.11,28.57,1.39,0.51,6.3,2,0.73,2,3,12,4,0,21,19,52.5,1,3,2,2,0,31.08
MARTIN.ERAT,20122013,179.83625,1.708333333,6.833333333,1.708333333,8.541666667,10.25,8.541666667,0.57,2.28,0.57,2.85,3.42,2.85,42.70833333,14.25,4,30.75,10.26,5.56,25.625,8.55,6.67,3.28,1.1,10.68,11.95833333,3.99,3.416666667,3.416666667,6.833333333,0,0,8.541666667,20.5,29.41,5.125,0,-5.125,5.125,0,26.99
MARTIN.ERAT,20132014,89.58,0,2,2,4,4,2,0,1.34,1.34,2.68,2.68,1.34,11,7.37,0,9,6.03,0,6,4.02,0,0.67,0.45,7.47,2,1.34,2,12,1,1,1,8,9,47.06,0,0,0,1,0,33.43
MARTIN.ERAT,20142015,132.14,3,1,2,3,6,4,1.36,0.45,0.91,1.36,2.72,1.82,25,11.35,12,19,8.63,15.79,12,5.45,25,2.57,1.17,13.55,12,5.45,5,13,3,1,1,0,0,0,5,0,-5,3,0,25.43
MARTIN.HANZAL,20112012,177.5,3,5,3,8,11,8,1.01,1.69,1.01,2.7,3.72,2.7,41,13.86,7.32,37,12.51,8.11,24,8.11,12.5,5.87,1.99,15.87,29,9.8,21,8,4,3,0,102,82,55.43,8,0,-8,3,1,16.66
MARTIN.HANZAL,20122013,196.1508333,6.833333333,1.708333333,1.708333333,3.416666667,10.25,8.541666667,2.09,0.52,0.52,1.05,3.14,2.61,39.29166667,12.02,17.39,34.16666667,10.45,20,23.91666667,7.32,28.57,5.261666667,1.61,15.41,27.33333333,8.36,8.541666667,11.95833333,3.416666667,5.125,0,85.41666667,112.75,43.1,1.708333333,3.416666667,1.708333333,5.125,1.708333333,15.37
MARTIN.HANZAL,20132014,179.27,4,4,2,6,10,8,1.34,1.34,0.67,2.01,3.35,2.68,59,19.75,6.78,55,18.41,7.27,30,10.04,13.33,8.33,2.79,15.15,44,14.73,10,7,6,2,0,102,64,61.45,5,0,-5,11,1,12.82
MARTIN.HANZAL,20142015,77.78,1,2,1,3,4,3,0.77,1.54,0.77,2.31,3.09,2.31,27,20.83,3.7,26,20.06,3.85,19,14.66,5.26,3.96,3.05,15.22,19,14.66,2,2,1,1,0,30,21,58.82,3,0,-3,4,0,16.76
