Player,Season,G,A1,A2,A,P,P1,G60,A160,A260,A60,P60,P160,iCF,iCF60,iCSh%,iFF,iFF60,iFSh%,iSF,iSF60,iSh%,ixG,ixG60,ixFSh%,iSCF,iSCF60,iHF,iHA,iGVA,iTKA,iBLK,iFOW,iFOL,iFO%,iPENT,iPEND,iPENDIFF,iRB,iRS,Avg.DIST
PATRICK.BORDELEAU,20132014,6,3,2,5,11,9,0.65,0.32,0.22,0.54,1.19,0.97,64,6.91,9.38,50,5.4,12,37,4,16.22,2.95,0.32,5.9,9,0.97,178,60,13,8,14,1,2,33.33,15,7,-8,2,1,31.49
PATRICK.BROWN,20142015,0,0,0,0,0,0,0,0,0,0,0,0,10,10.3,0,7,7.21,0,4,4.12,0,0.22,0.23,3.16,0,0,11,10,0,1,2,0,2,0,2,1,-1,0,0,43.24
PATRICK.BROWN,20152016,1,0,1,1,2,1,0.7,0,0.7,0.7,1.39,0.7,13,9.04,7.69,12,8.34,8.33,8,5.56,12.5,1.24,0.86,10.35,3,2.09,11,6,4,2,6,0,0,0,2,1,-1,3,0,18.45
PATRICK.DWYER,20112012,3,3,2,5,8,6,0.2,0.2,0.13,0.33,0.53,0.4,186,12.4,1.61,145,9.66,2.07,101,6.73,2.97,9.56,0.64,6.59,34,2.27,126,98,10,22,47,13,10,56.52,6,16,10,4,9,28.4
PATRICK.DWYER,20122013,8.541666667,10.25,3.416666667,13.66666667,22.20833333,18.79166667,0.52,0.63,0.21,0.84,1.36,1.15,257.9583333,15.83,3.31,196.4583333,12.05,4.35,138.375,8.49,6.17,13.78625,0.85,7.01,49.54166667,3.04,90.54166667,105.9166667,15.375,17.08333333,29.04166667,18.79166667,41,31.43,6.833333333,11.95833333,5.125,15.375,20.5,30.34
PATRICK.DWYER,20132014,6,7,6,13,19,13,0.39,0.46,0.39,0.85,1.25,0.85,211,13.85,2.84,174,11.42,3.45,125,8.2,4.8,14,0.92,8.04,56,3.68,99,96,24,34,36,8,12,40,5,13,8,14,22,26.41
PATRICK.DWYER,20142015,5,3,3,6,11,8,0.41,0.25,0.25,0.5,0.91,0.66,0,0,0,95,7.86,5.26,70,5.79,7.14,5.36,0.44,5.64,14,1.16,140,79,11,22,0,4,9,30.77,2,3,1,7,3,30.73
PATRICK.EAVES,20112012,0,1,0,1,1,1,0,0.72,0,0.72,0.72,0.72,33,23.91,0,26,18.84,0,23,16.66,0,1.41,1.02,5.41,5,3.62,21,11,1,2,2,1,3,25,1,0,-1,0,1,29.09
PATRICK.EAVES,20122013,3.416666667,5.125,3.416666667,8.541666667,11.95833333,8.541666667,0.39,0.58,0.39,0.97,1.36,0.97,126.4166667,14.37,2.7,102.5,11.66,3.33,70.04166667,7.96,4.88,6.4575,0.74,6.31,20.5,2.33,66.625,61.5,6.833333333,11.95833333,18.79166667,11.95833333,5.125,70,3.416666667,1.708333333,-1.708333333,6.833333333,10.25,29.53
PATRICK.EAVES,20132014,1,0,1,1,2,1,0.23,0,0.23,0.23,0.45,0.23,78,17.59,1.28,63,14.21,1.59,45,10.15,2.22,3.38,0.76,5.36,7,1.58,42,25,2,6,2,5,7,41.67,1,2,1,3,2,30.99
PATRICK.EAVES,20142015,7,6,4,10,17,13,0.8,0.69,0.46,1.15,1.95,1.49,145,16.61,4.83,111,12.72,6.31,70,8.02,10,7.62,0.87,6.87,24,2.75,62,33,8,16,25,2,3,40,2,10,8,8,5,27.14
PATRICK.EAVES,20152016,6,2,2,4,10,8,0.64,0.21,0.21,0.43,1.07,0.86,129,13.85,4.65,100,10.74,6,69,7.41,8.7,7.56,0.81,7.56,26,2.79,68,37,7,16,18,1,4,20,10,8,-2,6,11,29.68
PATRICK.KALETA,20112012,4,3,2,5,9,7,0.36,0.27,0.18,0.45,0.8,0.63,124,11.08,3.23,95,8.49,4.21,65,5.81,6.15,5.41,0.48,5.69,14,1.25,133,145,17,16,31,6,5,54.55,20,21,1,6,5,32.9
PATRICK.KALETA,20122013,1.708333333,0,0,0,1.708333333,1.708333333,0.22,0,0,0,0.22,0.22,75.16666667,9.51,2.27,59.79166667,7.57,2.86,51.25,6.49,3.33,3.963333333,0.5,6.62,10.25,1.3,138.375,85.41666667,11.95833333,3.416666667,32.45833333,5.125,8.541666667,37.5,13.66666667,22.20833333,8.541666667,3.416666667,8.541666667,30.84
PATRICK.KALETA,20142015,0,1,1,2,2,1,0,0.19,0.19,0.38,0.38,0.19,40,7.66,0,30,5.74,0,25,4.79,0,1.79,0.34,5.98,6,1.15,84,35,3,7,17,3,4,42.86,5,9,4,3,5,32.06
PATRICK.KANE,20112012,17,24,9,33,50,41,0.81,1.14,0.43,1.57,2.38,1.96,337,16.07,5.04,256,12.21,6.64,194,9.25,8.76,16.83,0.8,6.57,57,2.72,15,110,23,66,25,213,295,41.93,15,20,5,9,13,25.97
PATRICK.KANE,20122013,18.79166667,25.625,6.833333333,32.45833333,51.25,44.41666667,0.9,1.23,0.33,1.56,2.46,2.13,288.7083333,13.84,6.51,228.9166667,10.97,8.21,167.4166667,8.02,11.22,16.2975,0.78,7.12,51.25,2.46,17.08333333,95.66666667,35.875,56.375,11.95833333,1.708333333,6.833333333,20,3.416666667,13.66666667,10.25,5.125,22.20833333,25.31
PATRICK.KANE,20132014,18,16,7,23,41,34,1.04,0.93,0.4,1.33,2.37,1.97,291,16.84,6.19,225,13.02,8,164,9.49,10.98,15.01,0.87,6.67,53,3.07,13,90,19,37,13,3,3,50,10,12,2,9,12,26.37
PATRICK.KANE,20142015,19,11,3,14,33,30,1.27,0.73,0.2,0.93,2.2,2,221,14.75,8.6,167,11.15,11.38,125,8.35,15.2,12.01,0.8,7.19,39,2.6,20,60,23,29,14,2,4,33.33,4,13,9,12,9,27.15
PATRICK.KANE,20152016,25,21,11,32,57,46,1.17,0.98,0.51,1.5,2.67,2.15,301,14.08,8.31,240,11.22,10.42,188,8.79,13.3,13.64,0.64,5.68,38,1.78,33,107,28,31,18,7,23,23.33,10,14,4,9,15,27.8
PATRICK.MARLEAU,20112012,16,9,8,17,33,25,0.8,0.45,0.4,0.85,1.65,1.25,263,13.16,6.08,212,10.61,7.55,156,7.81,10.26,16.24,0.81,7.66,59,2.95,77,84,31,29,23,171,161,51.51,7,6,-1,15,20,27.99
PATRICK.MARLEAU,20122013,17.08333333,1.708333333,8.541666667,10.25,27.33333333,18.79166667,0.95,0.1,0.48,0.57,1.52,1.05,268.2083333,14.96,6.37,222.0833333,12.39,7.69,169.125,9.43,10.1,18.91125,1.05,8.51,73.45833333,4.1,54.66666667,68.33333333,34.16666667,27.33333333,15.375,56.375,78.58333333,41.77,8.541666667,5.125,-3.416666667,20.5,10.25,24.23
PATRICK.MARLEAU,20132014,15,15,8,23,38,30,0.79,0.79,0.42,1.21,1.99,1.57,300,15.72,5,244,12.79,6.15,172,9.01,8.72,19.15,1,7.85,72,3.77,79,72,47,40,20,120,93,56.34,4,5,1,16,30,27.18
PATRICK.MARLEAU,20142015,8,11,8,19,27,19,0.42,0.58,0.42,1,1.43,1,242,12.79,3.31,179,9.46,4.47,138,7.29,5.8,13.86,0.73,7.74,48,2.54,76,65,54,31,17,130,144,47.45,4,8,4,11,18,27.84
PATRICK.MARLEAU,20152016,12,7,2,9,21,19,0.66,0.39,0.11,0.5,1.16,1.05,224,12.41,5.36,184,10.2,6.52,136,7.54,8.82,15.2,0.84,8.26,55,3.05,56,74,44,31,29,207,217,48.82,2,5,3,15,12,25.48
PATRICK.MAROON,20122013,3.416666667,1.708333333,0,1.708333333,5.125,5.125,1.01,0.51,0,0.51,1.52,1.52,51.25,15.21,6.67,49.54166667,14.7,6.9,34.16666667,10.14,10,3.553333333,1.05,7.17,13.66666667,4.06,37.58333333,25.625,0,8.541666667,11.95833333,6.833333333,17.08333333,28.57,3.416666667,3.416666667,0,5.125,3.416666667,20.38
PATRICK.MAROON,20132014,10,10,5,15,25,20,0.94,0.94,0.47,1.41,2.36,1.89,139,13.11,7.19,109,10.28,9.17,81,7.64,12.35,8.92,0.84,8.18,30,2.83,115,106,12,14,16,7,7,50,9,21,12,6,5,22.09
PATRICK.MAROON,20142015,7,14,4,18,25,21,0.5,1,0.29,1.29,1.79,1.5,162,11.58,4.32,144,10.29,4.86,101,7.22,6.93,11.86,0.85,8.23,46,3.29,117,104,23,14,10,4,11,26.67,18,13,-5,8,12,24.44
PATRICK.MAROON,20152016,7,5,7,12,19,12,0.56,0.4,0.56,0.96,1.51,0.96,131,10.44,5.34,107,8.53,6.54,84,6.7,8.33,8.72,0.7,8.15,34,2.71,145,88,26,10,10,15,35,30,15,13,-2,10,11,27.88
PATRICK.O'SULLIVAN,20112012,2,1,0,1,3,3,0.6,0.3,0,0.3,0.89,0.89,45,13.42,4.44,36,10.73,5.56,25,7.45,8,2.3,0.69,6.39,7,2.09,7,21,2,5,4,3,2,60,1,1,0,0,2,34.26
PATRICK.SHARP,20112012,23,11,11,22,45,34,1.32,0.63,0.63,1.26,2.58,1.95,344,19.71,6.69,272,15.59,8.46,211,12.09,10.9,16.82,0.96,6.18,62,3.55,72,78,21,36,9,106,120,46.9,10,10,0,7,20,31.37
PATRICK.SHARP,20122013,6.833333333,8.541666667,3.416666667,11.95833333,18.79166667,15.375,0.63,0.78,0.31,1.1,1.72,1.41,193.0416667,17.7,3.54,141.7916667,13,4.82,102.5,9.4,6.67,8.131666667,0.75,5.74,23.91666667,2.19,39.29166667,56.375,13.66666667,18.79166667,15.375,47.83333333,22.20833333,68.29,10.25,15.375,5.125,5.125,5.125,28.66
PATRICK.SHARP,20132014,21,16,10,26,47,37,1.06,0.81,0.5,1.31,2.37,1.87,381,19.22,5.51,286,14.43,7.34,220,11.1,9.55,16.48,0.83,5.76,51,2.57,49,106,18,37,22,63,48,56.76,11,13,2,8,16,29.78
PATRICK.SHARP,20142015,7,10,10,20,27,17,0.48,0.68,0.68,1.36,1.84,1.16,279,19,2.51,215,14.64,3.26,164,11.17,4.27,12.4,0.84,5.77,45,3.06,70,105,21,34,14,42,36,53.85,12,8,-4,5,11,29.84
PATRICK.SHARP,20152016,12,12,3,15,27,24,0.69,0.69,0.17,0.86,1.56,1.38,295,17,4.07,241,13.89,4.98,165,9.51,7.27,14.97,0.86,6.21,50,2.88,73,62,39,43,20,8,10,44.44,10,4,-6,9,15,30.62
PATRICK.WEY,20132014,0,1,2,3,3,1,0,0.51,1.01,1.52,1.52,0.51,15,7.58,0,6,3.03,0,5,2.53,0,0.19,0.1,3.25,1,0.51,11,24,7,1,3,0,0,0,1,1,0,0,1,46.01
PATRICK.WIERCIOCH,20122013,1.708333333,8.541666667,3.416666667,11.95833333,13.66666667,10.25,0.12,0.58,0.23,0.81,0.92,0.69,170.8333333,11.55,1,105.9166667,7.16,1.61,75.16666667,5.08,2.27,2.699166667,0.18,2.55,1.708333333,0.12,34.16666667,80.29166667,27.33333333,1.708333333,44.41666667,0,0,0,13.66666667,6.833333333,-6.833333333,0,5.125,48.21
PATRICK.WIERCIOCH,20132014,1,4,6,10,11,5,0.09,0.36,0.55,0.91,1,0.45,140,12.73,0.71,86,7.82,1.16,59,5.36,1.69,2.11,0.19,2.45,2,0.18,48,55,17,4,40,0,2,0,7,2,-5,3,2,50.73
PATRICK.WIERCIOCH,20142015,1,2,4,6,7,3,0.08,0.15,0.3,0.46,0.53,0.23,115,8.76,0.87,80,6.1,1.25,50,3.81,2,2.51,0.19,3.14,3,0.23,44,96,40,9,36,0,0,0,10,1,-9,4,6,45.68
PATRICK.WIERCIOCH,20152016,0,1,1,2,2,1,0,0.08,0.08,0.15,0.15,0.08,118,8.87,0,71,5.34,0,48,3.61,0,1.68,0.13,2.37,1,0.08,52,77,33,7,51,0,0,0,11,5,-6,2,5,50.25
PATRIK.BERGLUND,20112012,15,7,7,14,29,22,0.86,0.4,0.4,0.8,1.66,1.26,253,14.48,5.93,201,11.5,7.46,129,7.38,11.63,15.64,0.9,7.78,53,3.03,82,76,14,31,23,406,429,48.62,12,11,-1,13,10,24.84
PATRIK.BERGLUND,20122013,10.25,6.833333333,5.125,11.95833333,22.20833333,17.08333333,0.61,0.41,0.31,0.72,1.33,1.02,155.4583333,9.32,6.59,116.1666667,6.96,8.82,75.16666667,4.51,13.64,7.43125,0.45,6.39,27.33333333,1.64,76.875,58.08333333,11.95833333,15.375,25.625,370.7083333,430.5,46.27,8.541666667,6.833333333,-1.708333333,6.833333333,6.833333333,27.63
PATRIK.BERGLUND,20132014,11,5,8,13,24,16,0.7,0.32,0.51,0.83,1.53,1.02,201,12.83,5.47,153,9.76,7.19,118,7.53,9.32,10.93,0.7,7.15,37,2.36,82,71,8,37,24,287,314,47.75,9,2,-7,4,12,27.25
PATRIK.BERGLUND,20142015,11,6,7,13,24,17,0.69,0.38,0.44,0.82,1.51,1.07,212,13.33,5.19,176,11.06,6.25,132,8.3,8.33,10.85,0.68,6.16,39,2.45,86,61,11,33,21,138,148,48.25,12,7,-5,5,18,31.28
PATRIK.BERGLUND,20152016,6,2,3,5,11,8,0.68,0.23,0.34,0.56,1.24,0.9,107,12.06,5.61,88,9.92,6.82,64,7.21,9.38,7.27,0.82,8.26,28,3.16,43,28,8,20,14,116,117,49.79,6,2,-4,5,8,25.8
PATRIK.ELIAS,20112012,14,17,10,27,41,31,0.77,0.93,0.55,1.48,2.25,1.7,189,10.39,7.41,149,8.19,9.4,114,6.27,12.28,11.28,0.62,7.57,43,2.36,58,55,31,22,19,423,521,44.81,5,2,-3,8,6,26.78
PATRIK.ELIAS,20122013,11.95833333,11.95833333,5.125,17.08333333,29.04166667,23.91666667,0.72,0.72,0.31,1.03,1.75,1.44,225.5,13.57,5.3,169.125,10.18,7.07,134.9583333,8.12,8.86,12.86375,0.77,7.61,41,2.47,22.20833333,59.79166667,20.5,29.04166667,15.375,61.5,87.125,41.38,6.833333333,13.66666667,6.833333333,11.95833333,18.79166667,27.77
PATRIK.ELIAS,20132014,11,10,3,13,24,21,0.82,0.75,0.22,0.97,1.8,1.57,142,10.63,7.75,110,8.24,10,87,6.52,12.64,6.95,0.52,6.32,23,1.72,23,49,21,18,15,213,312,40.57,4,7,3,3,7,30.56
PATRIK.ELIAS,20142015,8,8,5,13,21,16,0.56,0.56,0.35,0.91,1.47,1.12,130,9.12,6.15,105,7.37,7.62,72,5.05,11.11,7.37,0.52,7.02,25,1.75,21,58,27,12,18,209,312,40.12,4,4,0,3,8,25.48
PATRIK.ELIAS,20152016,2,2,1,3,5,4,0.72,0.72,0.36,1.07,1.79,1.43,23,8.22,8.7,18,6.44,11.11,15,5.36,13.33,1.18,0.42,6.56,5,1.79,9,15,5,4,0,5,10,33.33,4,3,-1,1,2,32.69
PATRIK.NEMETH,20132014,0,0,0,0,0,0,0,0,0,0,0,0,4,2.46,0,4,2.46,0,3,1.85,0,0.16,0.1,4,0,0,16,19,5,1,11,0,0,0,3,0,-3,0,0,28.36
PATRIK.NEMETH,20142015,0,1,2,3,3,1,0,0.19,0.39,0.58,0.58,0.19,36,6.97,0,19,3.68,0,13,2.52,0,0.46,0.09,2.4,1,0.19,22,41,8,3,17,0,0,0,3,1,-2,0,2,52.64
PATRIK.NEMETH,20152016,0,3,4,7,7,3,0,0.34,0.45,0.8,0.8,0.34,79,8.98,0,55,6.25,0,34,3.86,0,1.66,0.19,3.02,2,0.23,53,84,19,4,42,0,0,0,6,3,-3,3,2,46.96
PAUL.BISSONNETTE,20112012,1,0,0,0,1,1,0.32,0,0,0,0.32,0.32,23,7.37,4.35,19,6.09,5.26,15,4.81,6.67,1.3,0.42,6.86,6,1.92,70,31,4,2,1,0,1,0,6,3,-3,2,0,29.44
PAUL.BISSONNETTE,20122013,0,5.125,5.125,10.25,10.25,5.125,0,1.19,1.19,2.39,2.39,1.19,39.29166667,9.15,0,34.16666667,7.96,0,22.20833333,5.17,0,1.845,0.43,5.42,8.541666667,1.99,61.5,47.83333333,1.708333333,1.708333333,13.66666667,0,0,0,8.541666667,8.541666667,0,0,5.125,29.85
PAUL.BISSONNETTE,20132014,2,3,3,6,8,5,0.65,0.98,0.98,1.95,2.6,1.63,38,12.36,5.26,33,10.74,6.06,25,8.13,8,2.23,0.72,6.75,10,3.25,51,26,3,6,4,1,2,33.33,7,5,-2,2,2,29.67
PAUL.BYRON,20112012,2,1,1,2,4,3,0.55,0.27,0.27,0.55,1.09,0.82,20,5.47,10,15,4.11,13.33,12,3.28,16.67,2.23,0.61,14.88,8,2.19,26,10,9,8,2,8,14,36.36,1,4,3,2,3,16.99
PAUL.BYRON,20132014,4,5,2,7,11,9,0.44,0.55,0.22,0.76,1.2,0.98,77,8.39,5.19,56,6.11,7.14,36,3.92,11.11,4.63,0.5,8.26,19,2.07,55,22,12,21,8,5,19,20.83,5,3,-2,4,2,26.36
PAUL.BYRON,20142015,5,4,6,10,15,9,0.45,0.36,0.54,0.9,1.35,0.81,86,7.74,5.81,61,5.49,8.2,46,4.14,10.87,5.7,0.51,9.35,23,2.07,99,24,17,33,23,30,53,36.14,3,6,3,5,3,25.88
PAUL.BYRON,20152016,7,4,1,5,12,11,0.6,0.35,0.09,0.43,1.04,0.95,74,6.39,9.46,54,4.66,12.96,40,3.45,17.5,4.92,0.42,9.12,18,1.55,110,39,14,12,18,0,0,0,2,11,9,9,2,25.02
PAUL.CAREY,20132014,0,0,0,0,0,0,0,0,0,0,0,0,9,7.35,0,7,5.72,0,5,4.08,0,0.46,0.38,6.63,2,1.63,11,5,1,1,2,0,0,0,0,0,0,0,0,21.39
PAUL.CAREY,20142015,0,1,0,1,1,1,0,0.78,0,0.78,0.78,0.78,14,10.96,0,11,8.61,0,5,3.92,0,0.18,0.14,1.6,0,0,12,9,0,3,2,0,1,0,0,0,0,0,0,43.95
PAUL.GAUSTAD,20112012,7,7,3,10,17,14,0.53,0.53,0.23,0.76,1.29,1.06,117,8.84,5.98,97,7.33,7.22,69,5.22,10.14,7.77,0.59,8.01,31,2.34,101,52,19,15,23,486,355,57.79,15,9,-6,5,6,26.56
PAUL.GAUSTAD,20122013,1.708333333,1.708333333,3.416666667,5.125,6.833333333,3.416666667,0.23,0.23,0.45,0.68,0.9,0.45,78.58333333,10.39,2.17,63.20833333,8.35,2.7,52.95833333,7,3.23,3.672916667,0.49,5.81,11.95833333,1.58,64.91666667,30.75,3.416666667,13.66666667,15.375,345.0833333,228.9166667,60.12,10.25,3.416666667,-6.833333333,0,6.833333333,24.54
PAUL.GAUSTAD,20132014,6,7,3,10,16,13,0.45,0.53,0.23,0.75,1.2,0.98,96,7.22,6.25,76,5.72,7.89,62,4.67,9.68,7.17,0.54,9.44,26,1.96,118,63,16,14,34,533,363,59.49,15,6,-9,5,7,24.24
PAUL.GAUSTAD,20142015,4,4,5,9,13,8,0.34,0.34,0.43,0.78,1.12,0.69,99,8.53,4.04,71,6.12,5.63,52,4.48,7.69,4.62,0.4,6.5,16,1.38,133,55,9,15,35,462,338,57.75,13,7,-6,2,5,28.8
PAUL.GAUSTAD,20152016,1,0,1,1,2,1,0.11,0,0.11,0.11,0.22,0.11,64,6.91,1.56,52,5.61,1.92,40,4.32,2.5,3.12,0.34,6,9,0.97,109,44,10,9,21,333,261,56.06,10,5,-5,3,5,30.51
PAUL.MARTIN,20112012,2,6,8,14,16,8,0.1,0.29,0.39,0.68,0.78,0.39,156,7.57,1.28,100,4.85,2,74,3.59,2.7,3.62,0.18,3.62,10,0.49,18,84,31,21,92,0,0,0,8,6,-2,7,5,46.02
PAUL.MARTIN,20122013,6.833333333,8.541666667,6.833333333,15.375,22.20833333,15.375,0.4,0.49,0.4,0.89,1.29,0.89,119.5833333,6.92,5.71,73.45833333,4.25,9.3,46.125,2.67,14.81,2.750416667,0.16,3.74,3.416666667,0.2,23.91666667,64.91666667,13.66666667,18.79166667,51.25,0,0,0,11.95833333,1.708333333,-10.25,6.833333333,0,42.19
PAUL.MARTIN,20132014,1,1,2,3,4,2,0.09,0.09,0.18,0.27,0.36,0.18,81,7.2,1.23,60,5.33,1.67,40,3.56,2.5,2.12,0.19,3.54,3,0.27,26,69,12,9,50,0,0,0,3,1,-2,3,4,46.47
PAUL.MARTIN,20142015,3,9,6,15,18,12,0.14,0.43,0.29,0.72,0.87,0.58,126,6.06,2.38,81,3.9,3.7,44,2.12,6.82,2.67,0.13,3.3,6,0.29,50,0,31,20,96,0,0,0,5,4,-1,3,1,47.02
PAUL.MARTIN,20152016,1,7,7,14,15,8,0.04,0.31,0.31,0.62,0.67,0.36,111,4.95,0.9,62,2.76,1.61,41,1.83,2.44,1.58,0.07,2.55,3,0.13,49,109,44,26,96,0,0,0,8,3,-5,4,6,49.93
PAUL.POSTMA,20122013,3.416666667,3.416666667,1.708333333,5.125,8.541666667,6.833333333,0.28,0.28,0.14,0.42,0.7,0.56,116.1666667,9.54,2.94,76.875,6.31,4.44,39.29166667,3.23,8.7,3.12625,0.26,4.06,5.125,0.42,25.625,85.41666667,22.20833333,13.66666667,44.41666667,0,0,0,5.125,0,-5.125,3.416666667,1.708333333,43.46
PAUL.POSTMA,20132014,1,0,1,1,2,1,0.21,0,0.21,0.21,0.43,0.21,39,8.35,2.56,21,4.5,4.76,14,3,7.14,0.42,0.09,2.01,0,0,17,30,11,3,29,0,0,0,3,3,0,0,3,51.47
PAUL.POSTMA,20142015,0,1,3,4,4,1,0,0.12,0.35,0.46,0.46,0.12,94,10.87,0,54,6.25,0,35,4.05,0,1.83,0.21,3.39,5,0.58,17,57,21,14,26,0,0,0,6,1,-5,1,9,46.17
PAUL.POSTMA,20152016,2,0,0,0,2,2,0.44,0,0,0,0.44,0.44,52,11.35,3.85,33,7.2,6.06,24,5.24,8.33,0.96,0.21,2.92,2,0.44,12,32,8,4,14,0,0,0,2,0,-2,2,2,49.89
PAUL.RANGER,20132014,5,6,1,7,12,11,0.39,0.47,0.08,0.55,0.95,0.87,108,8.51,4.63,80,6.3,6.25,53,4.18,9.43,2.44,0.19,3.05,3,0.24,100,60,43,33,61,0,0,0,16,3,-13,2,9,50.62
PAUL.STASTNY,20112012,13,12,6,18,31,25,0.67,0.62,0.31,0.93,1.6,1.29,231,11.89,5.63,182,9.37,7.14,138,7.1,9.42,16.55,0.85,9.09,70,3.6,39,39,18,50,40,606,498,54.89,13,12,-1,22,12,21.62
PAUL.STASTNY,20122013,8.541666667,1.708333333,6.833333333,8.541666667,17.08333333,10.25,0.56,0.11,0.44,0.56,1.11,0.67,170.8333333,11.12,5,153.75,10,5.56,107.625,7,7.94,11.92416667,0.78,7.76,49.54166667,3.22,34.16666667,46.125,18.79166667,32.45833333,35.875,497.125,468.0833333,51.5,10.25,11.95833333,1.708333333,17.08333333,8.541666667,24.29
PAUL.STASTNY,20132014,17,13,7,20,37,30,1.01,0.77,0.42,1.19,2.2,1.78,191,11.35,8.9,158,9.39,10.76,120,7.13,14.17,13.67,0.81,8.65,58,3.45,45,48,15,28,37,503,446,53,6,10,4,16,10,26.16
PAUL.STASTNY,20142015,7,13,6,19,26,20,0.42,0.79,0.36,1.15,1.57,1.21,167,10.11,4.19,143,8.66,4.9,99,6,7.07,12.56,0.76,8.78,43,2.6,20,38,6,23,22,526,390,57.42,15,8,-7,15,6,21.82
PAUL.STASTNY,20152016,8,10,11,21,29,18,0.54,0.67,0.74,1.41,1.94,1.2,139,9.3,5.76,119,7.96,6.72,81,5.42,9.88,10.96,0.73,9.21,47,3.14,26,42,3,18,31,520,403,56.34,9,9,0,5,4,20.31
PAUL.SZCZECHURA,20112012,1,2,0,2,3,3,0.62,1.23,0,1.23,1.85,1.85,15,9.25,6.67,12,7.4,8.33,10,6.17,10,1.14,0.7,9.47,5,3.08,7,8,1,1,2,25,36,40.98,2,1,-1,0,1,29.62
PAVEL.DATSYUK,20112012,11,17,11,28,39,28,0.67,1.04,0.67,1.72,2.39,1.72,221,13.54,4.98,167,10.23,6.59,120,7.35,9.17,11.02,0.67,6.6,42,2.57,66,86,32,83,24,453,355,56.06,3,11,8,6,14,27.68
PAVEL.DATSYUK,20122013,8.541666667,17.08333333,15.375,32.45833333,41,25.625,0.46,0.92,0.82,1.74,2.2,1.37,257.9583333,13.82,3.31,181.0833333,9.7,4.72,123,6.59,6.94,10.38666667,0.56,5.73,41,2.2,49.54166667,61.5,34.16666667,82,35.875,486.875,461.25,51.35,8.541666667,13.66666667,5.125,3.416666667,10.25,31.31
PAVEL.DATSYUK,20132014,9,7,6,13,22,16,0.81,0.63,0.54,1.17,1.98,1.44,151,13.62,5.96,111,10.01,8.11,81,7.31,11.11,7.85,0.71,7.07,25,2.25,27,68,19,45,16,298,280,51.56,3,12,9,7,6,25.98
PAVEL.DATSYUK,20142015,13,13,5,18,31,26,0.86,0.86,0.33,1.19,2.05,1.72,192,12.69,6.77,149,9.85,8.72,110,7.27,11.82,11.67,0.77,7.83,46,3.04,51,68,21,52,24,426,384,52.59,3,13,10,5,11,26.74
PAVEL.DATSYUK,20152016,6,7,9,16,22,13,0.37,0.43,0.55,0.97,1.34,0.79,216,13.15,2.78,164,9.99,3.66,114,6.94,5.26,12.56,0.77,7.66,53,3.23,61,66,21,42,28,426,394,51.95,7,9,2,8,14,27.89
PAVEL.KUBINA,20112012,3,5,5,10,13,8,0.17,0.28,0.28,0.56,0.73,0.45,127,7.13,2.36,84,4.72,3.57,57,3.2,5.26,2.04,0.11,2.42,2,0.11,113,119,22,17,91,0,0,0,20,8,-12,2,2,48.11
PETER.HARROLD,20112012,0,1,0,1,1,1,0,0.42,0,0.42,0.42,0.42,17,7.21,0,14,5.94,0,11,4.66,0,0.25,0.1,1.75,0,0,3,13,1,1,9,0,0,0,0,1,1,0,1,53.03
PETER.HARROLD,20122013,0,0,1.708333333,1.708333333,1.708333333,0,0,0,0.19,0.19,0.19,0,80.29166667,8.7,0,56.375,6.11,0,39.29166667,4.26,0,1.3325,0.14,2.37,0,0,29.04166667,64.91666667,8.541666667,6.833333333,15.375,0,0,0,3.416666667,5.125,1.708333333,0,1.708333333,45.56
PETER.HARROLD,20132014,0,1,3,4,4,1,0,0.12,0.36,0.47,0.47,0.12,61,7.24,0,39,4.63,0,25,2.97,0,1.07,0.13,2.73,1,0.12,15,90,11,3,25,0,0,0,4,3,-1,1,5,49.42
PETER.HARROLD,20142015,3,1,0,1,4,4,0.33,0.11,0,0.11,0.44,0.44,56,6.12,5.36,42,4.59,7.14,29,3.17,10.34,1.56,0.17,3.72,3,0.33,33,69,11,6,30,0,0,0,1,5,4,2,0,40.29
PETER.HOLLAND,20122013,3.416666667,3.416666667,0,3.416666667,6.833333333,6.833333333,0.53,0.53,0,0.53,1.07,1.07,71.75,11.23,4.76,52.95833333,8.29,6.45,34.16666667,5.35,10,3.758333333,0.59,7.1,11.95833333,1.87,29.04166667,30.75,13.66666667,11.95833333,13.66666667,145.2083333,189.625,43.37,3.416666667,1.708333333,-1.708333333,0,11.95833333,23
PETER.HOLLAND,20132014,5,4,1,5,10,9,0.65,0.52,0.13,0.65,1.3,1.17,74,9.65,6.76,55,7.17,9.09,41,5.35,12.2,3.27,0.43,5.95,13,1.69,45,63,11,24,22,169,197,46.17,9,6,-3,0,6,29.06
PETER.HOLLAND,20142015,9,6,4,10,19,15,0.79,0.53,0.35,0.88,1.68,1.32,125,11.04,7.2,100,8.83,9,76,6.71,11.84,6.56,0.58,6.56,23,2.03,90,80,17,44,16,250,301,45.37,7,6,-1,7,13,30.64
PETER.HOLLAND,20152016,4,6,3,9,13,10,0.33,0.5,0.25,0.75,1.08,0.83,172,14.25,2.33,139,11.52,2.88,102,8.45,3.92,9.99,0.83,7.18,33,2.73,72,60,14,23,16,182,214,45.96,10,4,-6,9,15,30.54
